Question	Answer	Source	Metadata
Where can I find a Huntail?	Huntail is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/368	{}
How much does Huntail weigh?	The average Huntail is about 27 kilograms.	https://pokeapi.co/api/v2/pokemon/368	{}
What color is a Huntail?	Usually, Huntail is blue.	https://pokeapi.co/api/v2/pokemon/368	{}
Tell me about Huntail.	It’s not the strongest swimmer. It wags its tail to
lure in its prey and then gulps them down as
soon as they get close.	https://pokeapi.co/api/v2/pokemon/368	{}
What type of Pokémon is Gorebyss?	Gorebyss is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/369	{}
How tall is Gorebyss?	Gorebyss is 1.8 meters tall.	https://pokeapi.co/api/v2/pokemon/369	{}
Where can I find a Gorebyss?	Gorebyss is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/369	{}
How much does Gorebyss weigh?	The average Gorebyss is about 22.6 kilograms.	https://pokeapi.co/api/v2/pokemon/369	{}
What color is a Gorebyss?	Usually, Gorebyss is pink.	https://pokeapi.co/api/v2/pokemon/369	{}
Tell me about Gorebyss.	The color of its body changes with the water
temperature. The coloration of Gorebyss in Alola
is almost blindingly vivid.	https://pokeapi.co/api/v2/pokemon/369	{}
What type of Pokémon is Relicanth?	Relicanth is a rock/water Pokémon.	https://pokeapi.co/api/v2/pokemon/370	{}
How tall is Relicanth?	Relicanth is 1 meters tall.	https://pokeapi.co/api/v2/pokemon/370	{}
Where can I find a Relicanth?	Relicanth is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/370	{}
How much does Relicanth weigh?	The average Relicanth is about 23.4 kilograms.	https://pokeapi.co/api/v2/pokemon/370	{}
What color is a Relicanth?	Usually, Relicanth is gray.	https://pokeapi.co/api/v2/pokemon/370	{}
Tell me about Relicanth.	Thought to have gone extinct, Relicanth was
given a name that is a variation of the name of
the person who discovered it.	https://pokeapi.co/api/v2/pokemon/370	{}
What type of Pokémon is Luvdisc?	Luvdisc is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/371	{}
How tall is Luvdisc?	Luvdisc is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/371	{}
Where can I find a Luvdisc?	Luvdisc is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/371	{}
How much does Luvdisc weigh?	The average Luvdisc is about 8.7 kilograms.	https://pokeapi.co/api/v2/pokemon/371	{}
What color is a Luvdisc?	Usually, Luvdisc is pink.	https://pokeapi.co/api/v2/pokemon/371	{}
Tell me about Luvdisc.	There was an era when it was overfished due to
the rumor that having one of its heart-shaped
scales would enable you to find a sweetheart.	https://pokeapi.co/api/v2/pokemon/371	{}
What type of Pokémon is Bagon?	Bagon is a dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/372	{}
How tall is Bagon?	Bagon is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/372	{}
Where can I find a Bagon?	Bagon is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/372	{}
How much does Bagon weigh?	The average Bagon is about 42.1 kilograms.	https://pokeapi.co/api/v2/pokemon/372	{}
What color is a Bagon?	Usually, Bagon is blue.	https://pokeapi.co/api/v2/pokemon/372	{}
Tell me about Bagon.	Whenever it sees bird Pokémon flying through
the sky, it becomes envious and smashes its
surroundings to bits with headbutts.	https://pokeapi.co/api/v2/pokemon/372	{}
What type of Pokémon is Shelgon?	Shelgon is a dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/373	{}
How tall is Shelgon?	Shelgon is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/373	{}
Where can I find a Shelgon?	Shelgon is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/373	{}
How much does Shelgon weigh?	The average Shelgon is about 110.5 kilograms.	https://pokeapi.co/api/v2/pokemon/373	{}
What color is a Shelgon?	Usually, Shelgon is white.	https://pokeapi.co/api/v2/pokemon/373	{}
Tell me about Shelgon.	The cells within its body are changing at a
bewildering pace. Its hard shell is made from
the same substance as bone.	https://pokeapi.co/api/v2/pokemon/373	{}
What type of Pokémon is Salamence?	Salamence is a flying/dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/374	{}
How tall is Salamence?	Salamence is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/374	{}
Where can I find a Salamence?	Salamence is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/374	{}
How much does Salamence weigh?	The average Salamence is about 102.6 kilograms.	https://pokeapi.co/api/v2/pokemon/374	{}
What color is a Salamence?	Usually, Salamence is blue.	https://pokeapi.co/api/v2/pokemon/374	{}
Tell me about Salamence.	Overjoyed at finally being able to fly, it flies all
over the place and usually doesn’t land until it’s
completely exhausted and needs to sleep.	https://pokeapi.co/api/v2/pokemon/374	{}
What type of Pokémon is Beldum?	Beldum is a psychic/steel Pokémon.	https://pokeapi.co/api/v2/pokemon/375	{}
How tall is Beldum?	Beldum is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/375	{}
Where can I find a Beldum?	Beldum is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/375	{}
How much does Beldum weigh?	The average Beldum is about 95.2 kilograms.	https://pokeapi.co/api/v2/pokemon/375	{}
What color is a Beldum?	Usually, Beldum is blue.	https://pokeapi.co/api/v2/pokemon/375	{}
Tell me about Beldum.	Instead of blood, magnetism flows through its
body. When it’s feeling bad, try giving it
a magnet.	https://pokeapi.co/api/v2/pokemon/375	{}
What type of Pokémon is Metang?	Metang is a psychic/steel Pokémon.	https://pokeapi.co/api/v2/pokemon/376	{}
How tall is Metang?	Metang is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/376	{}
Where can I find a Metang?	Metang is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/376	{}
How much does Metang weigh?	The average Metang is about 202.5 kilograms.	https://pokeapi.co/api/v2/pokemon/376	{}
What color is a Metang?	Usually, Metang is blue.	https://pokeapi.co/api/v2/pokemon/376	{}
Tell me about Metang.	With its two brains, it fires powerful psychic
energy to stop its prey in their tracks.	https://pokeapi.co/api/v2/pokemon/376	{}
What type of Pokémon is Metagross?	Metagross is a psychic/steel Pokémon.	https://pokeapi.co/api/v2/pokemon/377	{}
How tall is Metagross?	Metagross is 1.6 meters tall.	https://pokeapi.co/api/v2/pokemon/377	{}
Where can I find a Metagross?	Metagross is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/377	{}
How much does Metagross weigh?	The average Metagross is about 550 kilograms.	https://pokeapi.co/api/v2/pokemon/377	{}
What color is a Metagross?	Usually, Metagross is blue.	https://pokeapi.co/api/v2/pokemon/377	{}
Tell me about Metagross.	It boasts not only psychic powers but also
fantastic strength. It grabs its prey with its four
legs and holds them in place with its claws.	https://pokeapi.co/api/v2/pokemon/377	{}
What type of Pokémon is Regirock?	Regirock is a rock Pokémon.	https://pokeapi.co/api/v2/pokemon/378	{}
How tall is Regirock?	Regirock is 1.7 meters tall.	https://pokeapi.co/api/v2/pokemon/378	{}
Where can I find a Regirock?	Regirock is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/378	{}
How much does Regirock weigh?	The average Regirock is about 230 kilograms.	https://pokeapi.co/api/v2/pokemon/378	{}
What color is a Regirock?	Usually, Regirock is brown.	https://pokeapi.co/api/v2/pokemon/378	{}
Tell me about Regirock.	Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations.	https://pokeapi.co/api/v2/pokemon/378	{}
What type of Pokémon is Regice?	Regice is a ice Pokémon.	https://pokeapi.co/api/v2/pokemon/379	{}
How tall is Regice?	Regice is 1.8 meters tall.	https://pokeapi.co/api/v2/pokemon/379	{}
Where can I find a Regice?	Regice is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/379	{}
How much does Regice weigh?	The average Regice is about 175 kilograms.	https://pokeapi.co/api/v2/pokemon/379	{}
What color is a Regice?	Usually, Regice is blue.	https://pokeapi.co/api/v2/pokemon/379	{}
Tell me about Regice.	Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma.	https://pokeapi.co/api/v2/pokemon/379	{}
What type of Pokémon is Registeel?	Registeel is a steel Pokémon.	https://pokeapi.co/api/v2/pokemon/380	{}
How tall is Registeel?	Registeel is 1.9 meters tall.	https://pokeapi.co/api/v2/pokemon/380	{}
Where can I find a Registeel?	Registeel is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/380	{}
How much does Registeel weigh?	The average Registeel is about 205 kilograms.	https://pokeapi.co/api/v2/pokemon/380	{}
What color is a Registeel?	Usually, Registeel is gray.	https://pokeapi.co/api/v2/pokemon/380	{}
Tell me about Registeel.	Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth.	https://pokeapi.co/api/v2/pokemon/380	{}
What type of Pokémon is Latias?	Latias is a psychic/dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/381	{}
How tall is Latias?	Latias is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/381	{}
Where can I find a Latias?	Latias is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/381	{}
How much does Latias weigh?	The average Latias is about 40 kilograms.	https://pokeapi.co/api/v2/pokemon/381	{}
What color is a Latias?	Usually, Latias is red.	https://pokeapi.co/api/v2/pokemon/381	{}
Tell me about Latias.	Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance.	https://pokeapi.co/api/v2/pokemon/381	{}
What type of Pokémon is Latios?	Latios is a psychic/dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/382	{}
How tall is Latios?	Latios is 2 meters tall.	https://pokeapi.co/api/v2/pokemon/382	{}
Where can I find a Latios?	Latios is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/382	{}
How much does Latios weigh?	The average Latios is about 60 kilograms.	https://pokeapi.co/api/v2/pokemon/382	{}
What color is a Latios?	Usually, Latios is blue.	https://pokeapi.co/api/v2/pokemon/382	{}
Tell me about Latios.	Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.	https://pokeapi.co/api/v2/pokemon/382	{}
What type of Pokémon is Kyogre?	Kyogre is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/383	{}
How tall is Kyogre?	Kyogre is 4.5 meters tall.	https://pokeapi.co/api/v2/pokemon/383	{}
Where can I find a Kyogre?	Kyogre is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/383	{}
How much does Kyogre weigh?	The average Kyogre is about 352 kilograms.	https://pokeapi.co/api/v2/pokemon/383	{}
What color is a Kyogre?	Usually, Kyogre is blue.	https://pokeapi.co/api/v2/pokemon/383	{}
Tell me about Kyogre.	Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature.	https://pokeapi.co/api/v2/pokemon/383	{}
What type of Pokémon is Groudon?	Groudon is a ground Pokémon.	https://pokeapi.co/api/v2/pokemon/384	{}
How tall is Groudon?	Groudon is 3.5 meters tall.	https://pokeapi.co/api/v2/pokemon/384	{}
Where can I find a Groudon?	Groudon is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/384	{}
How much does Groudon weigh?	The average Groudon is about 950 kilograms.	https://pokeapi.co/api/v2/pokemon/384	{}
What color is a Groudon?	Usually, Groudon is red.	https://pokeapi.co/api/v2/pokemon/384	{}
Tell me about Groudon.	Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world.	https://pokeapi.co/api/v2/pokemon/384	{}
What type of Pokémon is Rayquaza?	Rayquaza is a flying/dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/385	{}
How tall is Rayquaza?	Rayquaza is 7 meters tall.	https://pokeapi.co/api/v2/pokemon/385	{}
Where can I find a Rayquaza?	Rayquaza is commonly found in the rare.	https://pokeapi.co/api/v2/pokemon/385	{}
How much does Rayquaza weigh?	The average Rayquaza is about 206.5 kilograms.	https://pokeapi.co/api/v2/pokemon/385	{}
What color is a Rayquaza?	Usually, Rayquaza is green.	https://pokeapi.co/api/v2/pokemon/385	{}
Tell me about Rayquaza.	It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve.	https://pokeapi.co/api/v2/pokemon/385	{}
What type of Pokémon is Jirachi?	Jirachi is a psychic/steel Pokémon.	https://pokeapi.co/api/v2/pokemon/386	{}
How tall is Jirachi?	Jirachi is 0.3 meters tall.	https://pokeapi.co/api/v2/pokemon/386	{}
Where can I find a Jirachi?	Jirachi is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/386	{}
How much does Jirachi weigh?	The average Jirachi is about 1.1 kilograms.	https://pokeapi.co/api/v2/pokemon/386	{}
What color is a Jirachi?	Usually, Jirachi is yellow.	https://pokeapi.co/api/v2/pokemon/386	{}
Tell me about Jirachi.	Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire.	https://pokeapi.co/api/v2/pokemon/386	{}
What type of Pokémon is Deoxys?	Deoxys is a psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/387	{}
How tall is Deoxys?	Deoxys is 1.7 meters tall.	https://pokeapi.co/api/v2/pokemon/387	{}
Where can I find a Deoxys?	Deoxys is commonly found in the rare.	https://pokeapi.co/api/v2/pokemon/387	{}
How much does Deoxys weigh?	The average Deoxys is about 60.8 kilograms.	https://pokeapi.co/api/v2/pokemon/387	{}
What color is a Deoxys?	Usually, Deoxys is red.	https://pokeapi.co/api/v2/pokemon/387	{}
Tell me about Deoxys.	Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.	https://pokeapi.co/api/v2/pokemon/387	{}
